House_Age,METRO,REGION,BEDROOMS,ROOMS,PERSONS,Rent
39,Village,Western,3,6,4,4899.768713
41,Village,Estern,3,6,4,4803.102046
61,Village,Estern,3,6,2,6910.227899
58,Central City,Southern,2,6,2,14905.38267
68,Central City,Southern,1,5,1,10457.49661
46,Village,Southern,4,8,2,14264.4643
49,Village,Estern,3,7,2,12410.29763
43,Village,Estern,3,7,3,15897.68199
83,Village,Estern,3,7,2,19479.6769
74,Town,Western,1,3,1,1961.034015
59,Village,Northern,4,8,2,13206.9643
57,Central City,Northern,2,4,3,2289.051023
75,Village,Northern,2,4,2,4004.926876
67,Village,Western,3,7,2,9342.554434
47,Village,Western,4,6,2,11785.7143
79,Village,Western,3,7,1,9642.554434
69,Village,Western,3,7,2,6694.811232
28,Village,Western,3,7,2,11294.93879
49,Central City,Western,4,10,6,9161.879263
47,Central City,Northern,3,10,4,6910.903069
29,Central City,Western,3,5,6,5066.751705
57,Village,Southern,2,4,2,9772.238108
67,Village,Estern,3,7,2,15815.699
82,Central City,Southern,2,5,1,6433.503411
43,Central City,Estern,3,6,4,2964.525512
78,Village,Southern,3,8,1,18977.13438
45,Central City,Estern,5,8,3,3153.792519
41,Central City,Estern,2,7,4,25568.13779
61,Village,Western,3,6,2,10104.2211
9,Central City,Western,1,3,-6,1087.183674
40,Village,Western,4,8,4,8970.069736
30,Central City,Western,3,6,1,3490.71769
71,Village,Western,4,10,2,20565.51023
46,Village,Western,4,10,5,8674.020418
56,Village,Northern,3,7,4,8009.911573
9,Central City,Southern,3,6,-6,14639.03233
33,Village,Estern,3,7,2,9566.04593
65,Central City,Northern,2,5,2,2437.600341
55,Village,Estern,2,5,2,1938.534015
54,Village,Estern,4,9,5,27354.01364
52,Central City,Estern,2,6,2,7718.50341
43,Town,Estern,3,5,1,10107.75512
38,Village,Estern,3,6,1,5936.794225
66,Village,Estern,3,10,2,12620.61396
79,Central City,Southern,4,8,2,35701.35209
81,Central City,Southern,4,9,2,44577.39802
31,Central City,Northern,3,7,2,10200.88777
66,Central City,Western,3,6,1,4920.602046
93,Village,Southern,2,5,1,22675.59527
63,Central City,Southern,4,7,3,9557.712596
23,Central City,Southern,2,4,3,3066.39286
63,Village,Southern,3,7,2,25063.13779
41,Village,Southern,4,8,3,21217.33506
71,Village,Western,3,6,1,3703.734698
48,Village,Estern,3,6,5,13474.92349
80,Central City,Northern,2,4,1,8661.879263
9,Central City,Southern,2,8,-6,10295.25512
34,Central City,Northern,2,5,2,3472.700682
59,Central City,Northern,2,4,3,2867.384356
74,Central City,Southern,3,5,2,26225.68031
73,Central City,Southern,4,8,2,21481.38608
41,Village,Estern,5,8,3,14867.00682
32,Village,Southern,4,7,1,7624.178581
9,Central City,Western,4,7,-6,6809.494907
60,Central City,Western,3,6,3,4973.001705
58,Village,Estern,2,6,3,10904.53743
85,Village,Estern,3,7,1,16021.63267
66,Village,Estern,3,8,2,3805.818031
44,Village,Southern,4,7,4,27187.38949
31,Village,Southern,4,7,7,17876.25853
49,Central City,Northern,4,7,2,3409.051023
66,Central City,Northern,3,6,2,7668.503411
62,Village,Southern,3,5,3,10056.92178
9,Central City,Northern,1,4,-6,15601.87926
79,Central City,Estern,1,3,1,31282.93372
27,Central City,Western,3,6,2,6225.644566
37,Village,Estern,3,7,2,2268.534015
34,Village,Estern,3,7,5,6757.627558
77,Village,Northern,2,4,1,2343.375853
73,Village,Western,3,7,1,5143.777217
84,Village,Western,4,8,2,7480.32824
88,Village,Western,3,8,1,6054.969395
38,Village,Estern,3,6,2,13004.98131
62,Village,Estern,2,6,2,5751.593542
79,Village,Estern,3,8,1,9507.238108
30,Village,Estern,2,4,3,4405.760209
39,Village,Estern,5,8,5,27968.95582
62,Village,Estern,5,9,3,28509.88949
9,Village,Northern,3,5,-6,3806.751705
29,Central City,Western,3,6,1,4483.576535
93,Village,Estern,3,6,3,8553.144566
66,Village,Estern,3,7,2,10662.75512
63,Village,Estern,4,8,4,7957.670077
53,Village,Estern,3,7,2,7380.644566
54,Village,Southern,4,9,4,24278.97112
55,Village,Estern,3,6,4,19573.84356
44,Village,Estern,4,9,5,17622.46601
65,Central City,Estern,4,8,2,16243.39968
31,Village,Northern,3,6,1,5021.535721
77,Central City,Southern,3,6,1,15389.96601
54,Village,Northern,3,6,2,2988.375853
43,Village,Western,2,4,2,5019.193883
59,Central City,Western,3,7,2,4686.593542
67,Central City,Western,2,5,1,6845.170077
59,Village,Western,3,7,1,4567.843542
53,Village,Western,4,9,4,9537.870759
35,Village,Western,3,7,2,7081.003411
54,Central City,Western,3,6,4,5927.627558
40,Central City,Western,3,7,5,5513.202387
40,Central City,Northern,2,4,5,14467.88267
38,Central City,Southern,3,6,2,21404.71942
45,Central City,Southern,2,5,1,20780.51023
70,Central City,Estern,3,6,2,3446.39286
74,Central City,Estern,3,6,2,18112.46601
9,Central City,Western,3,5,-6,3490.71769
45,Village,Western,2,7,4,3908.576535
55,Village,Estern,3,6,3,16983.75853
43,Central City,Estern,3,11,6,16246.63267
40,Village,Western,3,6,2,4538.102046
9,Village,Western,3,5,-6,6039.653069
67,Village,Western,3,6,2,8788.819736
76,Village,Western,2,5,2,4231.709186
42,Central City,Southern,3,7,4,25273.97112
47,Village,Northern,3,7,5,8843.819736
43,Village,Northern,3,6,5,3440.401364
55,Village,Northern,3,6,4,6103.460891
32,Central City,Southern,3,5,2,5916.751705
58,Village,Estern,3,6,5,8195.687085
57,Village,Estern,3,5,2,11450.57144
77,Village,Southern,2,5,2,19615.51023
47,Village,Estern,5,10,5,7375.802728
40,Village,Estern,4,8,4,11087.23811
70,Village,Estern,2,6,3,7851.462596
51,Town,Estern,2,5,2,11950.77212
45,Town,Estern,5,8,6,6163.503411
55,Village,Estern,4,10,4,22314.71942
44,Village,Estern,3,7,4,12492.33845
43,Village,Estern,3,7,6,7895.486403
53,Village,Western,3,9,3,7528.503411
69,Village,Western,3,7,2,7540.170077
73,Central City,Western,2,4,3,3855.875853
66,Central City,Western,2,5,1,2640.875853
79,Village,Estern,3,6,1,3733.89286
93,Central City,Northern,3,7,1,8887.9711
74,Central City,Northern,3,6,2,3089.051023
62,Village,Southern,1,3,1,24216.84527
75,Central City,Southern,3,7,5,4404.625853
34,Central City,Southern,2,4,5,2879.525512
75,Village,Northern,3,5,1,4930.802728
83,Central City,Northern,3,6,2,3253.059527
67,Central City,Southern,3,7,3,2637.959186
40,Village,Southern,3,7,4,26734.01364
70,Village,Southern,4,7,1,29632.43201
66,Village,Western,5,9,2,10741.92178
76,Village,Estern,3,6,1,4568.835039
9,Village,Northern,4,7,-6,4464.61055
49,Central City,Southern,3,7,1,8946.04593
34,Central City,Southern,4,8,3,15052.78233
58,Village,Northern,4,7,2,6016.794225
48,Village,Western,4,7,3,5475.085039
55,Village,Western,3,7,1,5157.527217
78,Central City,Southern,2,5,1,8982.612255
85,Village,Northern,3,5,5,7358.819736
71,Central City,Northern,1,3,1,1617.700682
67,Village,Western,3,5,2,4653.93538
53,Village,Southern,5,8,3,8088.187085
58,Village,Estern,4,7,5,19222.55105
60,Village,Estern,3,6,2,11746.08845
59,Village,Western,3,6,1,4174.409868
65,Village,Southern,2,5,1,8199.695589
66,Town,Western,3,7,2,5686.535721
54,Village,Estern,1,3,1,5119.826535
72,Town,Estern,4,7,1,10055.57144
36,Village,Southern,3,7,2,19250.98472
27,Village,Southern,4,6,3,19718.84356
54,Village,Southern,3,7,4,26053.18031
62,Village,Southern,3,7,2,28824.09868
83,Town,Estern,3,8,3,4218.835039
49,Central City,Northern,3,7,5,34265.43372
32,Village,Northern,4,8,3,5919.61055
51,Village,Northern,1,4,2,3853.534015
60,Village,Southern,3,5,3,16332.72451
43,Village,Southern,3,6,1,10955.25512
30,Village,Southern,3,5,5,13822.00682
24,Central City,Northern,1,3,4,3531.751705
48,Village,Southern,4,8,3,8452.770418
9,Town,Western,4,8,-6,9003.904775
62,Central City,Western,3,6,1,5322.369054
86,Village,Southern,4,6,1,83593.05964
46,Village,Estern,3,7,2,5204.61055
46,Village,Western,3,10,3,16522.09186
32,Central City,Western,5,9,3,5206.535721
83,Village,Northern,3,6,2,3294.726194
55,Town,Western,3,6,5,6397.311232
71,Village,Western,4,6,2,7198.661573
58,Village,Western,5,9,3,11013.58845
88,Central City,Western,3,6,1,3142.484698
51,Village,Estern,5,9,2,16927.09186
49,Village,Estern,4,9,4,19363.7007
66,Central City,Northern,3,6,2,9157.770418
30,Central City,Western,4,7,2,6814.294225
75,Village,Estern,3,6,1,10117.65477
31,Village,Estern,3,6,4,10772.23811
37,Village,Southern,3,6,6,20054.26023
43,Village,Estern,3,7,3,19971.50173
64,Village,Estern,3,7,3,25266.47112
38,Village,Northern,6,10,5,6873.302728
9,Village,Northern,5,8,-6,2942.326535
9,Central City,Southern,3,6,-6,4899.568031
40,Village,Northern,3,5,3,5053.102046
48,Village,Northern,2,6,3,8109.178581
58,Central City,Western,3,5,2,3741.076535
66,Village,Western,3,7,3,9303.387767
35,Central City,Western,3,5,2,5862.627558
59,Village,Western,7,14,4,4702.585039
64,Village,Western,2,4,1,8564.278922
56,Village,Western,4,9,5,12466.28913
51,Village,Western,3,7,4,9097.870759
44,Village,Western,3,7,6,10519.00512
49,Village,Estern,4,8,5,20973.01023
60,Central City,Western,2,4,1,3617.858845
53,Central City,Western,3,7,3,4552.226194
65,Central City,Estern,3,5,4,9486.879263
82,Village,Estern,5,9,2,3587.901364
42,Village,Estern,3,6,4,7977.670077
78,Town,Estern,6,9,2,10869.42178
84,Central City,Northern,3,6,2,4048.734698
49,Central City,Estern,2,5,1,4809.193883
45,Central City,Estern,3,6,3,15734.54934
77,Central City,Estern,3,11,2,29178.22283
60,Central City,Estern,3,7,4,27831.55616
42,Central City,Estern,5,8,5,36567.10039
64,Central City,Western,4,7,2,2790.71769
9,Central City,Western,3,7,-6,2515.71769
25,Village,Northern,4,7,2,16109.07485
68,Village,Northern,3,6,2,5764.869054
55,Village,Northern,4,8,2,10699.2211
68,Village,Estern,3,6,1,9061.879263
41,Village,Estern,4,8,4,7962.670077
75,Village,Southern,4,9,6,17547.09186
38,Central City,Estern,3,6,5,13879.4643
41,Village,Western,3,6,5,9251.204093
65,Village,Western,4,8,2,9324.379263
59,Central City,Western,3,5,1,2141.450682
9,Central City,Western,4,7,-6,309.0085039
35,Central City,Western,3,6,1,1639.525512
35,Village,Western,3,6,3,3671.234698
65,Town,Northern,3,6,2,6677.153069
34,Village,Northern,3,6,3,5766.119054
42,Village,Northern,4,7,3,7607.153069
44,Village,Northern,4,8,3,12687.48131
69,Central City,Northern,2,5,1,2527.600341
66,Village,Estern,4,9,3,15709.86567
34,Village,Estern,3,6,3,6862.153069
85,Village,Estern,2,5,1,8100.170077
60,Village,Estern,3,6,1,2730.459186
73,Village,Western,3,8,2,7215.744907
46,Village,Western,3,6,4,9931.04593
41,Central City,Western,6,9,3,9801.462596
50,Central City,Western,2,5,4,4164.209186
50,Village,Estern,3,6,5,6263.777217
67,Village,Estern,3,6,2,6816.161573
62,Village,Estern,3,8,2,17691.21601
34,Town,Western,5,7,4,6529.294225
42,Central City,Northern,2,5,1,6147.785721
31,Village,Southern,3,7,2,8586.204093
43,Central City,Northern,5,8,5,4948.634356
66,Village,Western,3,6,2,6659.552728
9,Town,Western,4,8,-6,8962.238108
70,Central City,Western,2,4,4,3549.309527
69,Central City,Northern,3,6,2,1631.925171
60,Central City,Northern,3,5,3,2699.051023
60,Village,Southern,3,6,2,25345.63779
74,Village,Southern,4,6,2,26245.68031
66,Village,Estern,4,8,2,17098.75853
9,Village,Estern,3,7,-6,31003.25004
51,Village,Estern,3,7,4,11444.78063
55,Village,Estern,3,8,4,13003.98981
44,Village,Northern,3,8,1,9338.54593
35,Village,Northern,4,6,6,13820.34015
33,Central City,Northern,2,4,4,2551.450682
33,Central City,Northern,3,5,5,5536.43538
50,Village,Estern,3,5,1,7024.494907
50,Town,Estern,3,7,4,10375.57144
56,Village,Southern,4,6,3,10431.87926
37,Village,Western,4,7,7,5101.751705
55,Town,Western,3,5,1,3425.301023
41,Central City,Northern,3,5,6,5035.918372
93,Village,Estern,4,8,1,16144.92349
56,Village,Estern,3,6,5,11274.83845
51,Central City,Northern,2,6,2,7136.277217
65,Central City,Northern,3,6,1,4966.852046
47,Village,Western,2,5,1,5358.418372
50,Village,Western,3,5,4,2955.875853
31,Central City,Western,3,5,5,2432.700682
57,Village,Western,3,7,2,6692.311232
63,Village,Southern,3,6,3,17137.92519
75,Village,Southern,2,6,1,8183.086744
43,Village,Northern,3,6,3,16367.82485
27,Village,Northern,3,5,2,7171.678581
81,Central City,Estern,3,6,2,13428.67349
35,Central City,Estern,3,6,6,16504.17519
32,Central City,Estern,3,6,4,2053.21769
58,Village,Southern,3,5,2,84218.05964
69,Village,Southern,3,6,2,21102.59356
57,Central City,Estern,2,4,2,32357.51705
46,Village,Northern,4,7,5,15627.88267
52,Town,Western,5,9,4,10271.04593
79,Town,Estern,2,6,2,10836.92178
65,Village,Estern,2,4,2,5845.443883
61,Village,Southern,3,6,5,13013.98981
62,Village,Southern,3,5,1,9182.037426
40,Village,Estern,3,6,5,5467.68538
65,Central City,Western,3,7,2,6603.977899
62,Village,Northern,3,6,1,5595.960891
49,Village,Western,3,6,1,3300.559527
39,Central City,Estern,4,8,7,5627.268713
41,Central City,Western,3,8,1,3754.251705
82,Village,Estern,4,8,2,9577.9711
9,Village,Estern,4,7,-6,5983.819736
51,Village,Southern,5,9,3,19115.84186
45,Village,Western,5,9,5,83128.05964
9,Town,Western,2,6,-6,17311.99152
70,Town,Western,3,5,2,5530.443883
23,Central City,Western,3,6,3,2244.726194
77,Central City,Northern,2,5,1,2643.275512
72,Town,Northern,2,5,1,2622.801023
50,Central City,Western,2,5,1,3202.384356
45,Central City,Estern,4,8,3,4165.085039
75,Central City,Estern,3,6,1,10442.7126
93,Village,Northern,3,5,2,3532.542519
50,Village,Northern,3,6,2,7061.377558
50,Village,Western,4,7,3,5458.777217
35,Central City,Western,3,5,5,6132.785721
59,Central City,Northern,4,9,2,11095.25512
78,Central City,Northern,3,7,2,6945.32824
55,Town,Northern,3,6,4,5931.119054
42,Central City,Northern,2,4,2,4767.226194
58,Village,Estern,3,7,3,14310.29763
72,Central City,Estern,3,6,4,7472.569736
60,Village,Southern,3,5,2,9934.379263
58,Village,Estern,3,7,3,14748.51532
88,Village,Estern,3,5,1,20772.21942
69,Central City,Western,3,5,1,3747.226194
87,Central City,Western,3,6,2,4954.61055
60,Village,Western,3,5,1,6586.894566
45,Village,Northern,4,8,4,14656.9643
9,Village,Northern,3,6,-6,3523.576535
65,Central City,Southern,4,7,1,3823.89286
45,Central City,Southern,3,6,2,3024.151364
35,Village,Southern,3,6,2,10011.82144
56,Central City,Northern,4,9,2,7682.670077
9,Central City,Northern,2,4,-6,1962.801023
55,Central City,Northern,3,5,3,4060.401364
64,Village,Northern,3,6,1,3394.051023
9,Village,Northern,3,6,-6,11716.9643
85,Central City,Southern,3,7,1,3176.39286
70,Village,Northern,4,8,2,7508.244907
79,Village,Western,3,7,2,19605.40989
47,Village,Western,4,8,4,7639.336744
61,Town,Western,4,8,4,9541.204093
57,Town,Western,5,13,3,36181.68372
89,Village,Western,2,4,1,3759.051023
24,Village,Western,1,3,1,3469.46769
69,Village,Western,2,6,1,3180.401364
65,Village,Western,3,7,2,11086.60546
49,Village,Western,4,8,4,14258.67349
80,Village,Estern,2,6,2,3142.284015
56,Town,Southern,3,5,6,4327.226194
68,Village,Estern,3,7,2,10266.04593
78,Central City,Estern,2,5,2,6866.909868
44,Central City,Northern,3,7,3,5128.102046
50,Village,Southern,2,4,1,1663.017008
29,Village,Southern,4,7,5,8025.011914
85,Central City,Estern,2,6,2,8806.879263
57,Central City,Northern,3,5,2,5184.452387
31,Village,Estern,3,6,2,6743.460891
48,Village,Northern,2,4,2,3235.875853
35,Central City,Estern,3,5,4,21798.88608
49,Central City,Estern,3,6,5,26579.32997
48,Central City,Western,4,8,3,6545.285721
9,Central City,Western,2,4,-6,1757.858845
79,Central City,Western,3,7,1,6095.127558
44,Central City,Western,3,6,5,3342.384356
50,Village,Estern,3,6,3,6214.452387
66,Village,Estern,3,5,2,7411.836744
93,Village,Estern,3,6,1,11942.69729
46,Central City,Estern,3,5,1,3775.875853
64,Central City,Estern,3,6,1,5853.734698
83,Village,Southern,4,7,2,21081.80275
44,Village,Southern,5,8,5,28651.13949
27,Village,Northern,3,5,3,5569.61055
58,Village,Southern,3,6,1,10551.50512
59,Central City,Estern,3,6,3,15135.38267
44,Village,Western,3,6,1,3833.576535
65,Village,Western,2,4,2,4360.085039
62,Village,Western,3,5,1,2705.559527
53,Village,Western,3,7,5,8451.836744
47,Central City,Western,5,7,5,1893.175171
68,Village,Western,1,4,2,1515.517008
31,Central City,Western,2,5,4,4288.418372
23,Town,Western,4,7,3,2302.700682
29,Village,Estern,4,8,2,5730.544225
64,Village,Northern,5,9,5,10360.42858
70,Central City,Southern,3,6,2,4815.501705
58,Village,Estern,3,7,3,13641.48981
46,Village,Estern,4,8,3,14435.34015
64,Central City,Northern,3,6,2,4010.243201
67,Central City,Northern,4,10,2,16106.53233
54,Village,Estern,4,8,5,14162.84015
36,Village,Estern,3,6,5,10500.57144
71,Village,Estern,4,8,2,14270.29763
46,Village,Estern,4,9,6,24152.26194
74,Village,Estern,3,7,2,7542.670077
69,Village,Estern,3,6,2,1687.600341
9,Village,Western,2,6,-6,3835.760209
48,Village,Southern,6,10,3,6764.653069
32,Village,Northern,4,7,4,19560.82656
74,Central City,Estern,3,6,3,27039.32997
33,Central City,Western,4,6,4,13342.00682
33,Central City,Western,2,5,5,1663.375853
32,Village,Estern,3,7,4,1767.700682
65,Village,Southern,3,5,2,17049.27553
75,Central City,Northern,4,8,3,8306.103752
62,Village,Western,3,7,1,5082.785721
34,Village,Southern,4,7,3,20462.1769
67,Central City,Western,3,6,4,7192.411573
33,Central City,Western,3,8,3,5946.636062
44,Central City,Western,3,8,2,4403.418372
52,Central City,Southern,3,6,4,8164.278922
47,Village,Northern,4,7,6,5561.43538
56,Village,Northern,3,7,4,6447.943883
41,Central City,Northern,3,6,2,13154.78063
56,Central City,Northern,4,7,4,3308.89286
85,Village,Southern,2,4,1,3953.102046
57,Village,Southern,2,5,1,19432.46601
54,Village,Western,3,6,2,5059.61055
51,Village,Western,4,9,4,7708.819736
84,Village,Western,3,7,1,5607.627558
53,Village,Western,5,8,4,9473.704093
56,Village,Estern,3,8,3,19680.05105
49,Village,Estern,3,6,2,12759.30614
42,Village,Estern,4,7,5,12328.63097
45,Village,Estern,4,7,5,18430.74152
52,Village,Estern,3,6,2,39221.02046
36,Village,Estern,3,6,4,17765.6837
63,Village,Northern,4,8,1,8963.345248
69,Central City,Northern,3,8,2,10733.74661
50,Central City,Northern,3,7,4,7578.302728
37,Central City,Northern,3,7,3,7069.653069
34,Village,Western,4,8,4,7527.153069
93,Town,Northern,4,8,1,7288.920077
65,Village,Southern,4,7,4,16463.71601
54,Village,Southern,3,7,2,31575.80787
52,Town,Western,3,8,5,6588.36055
44,Village,Western,4,8,4,13295.7143
33,Village,Western,4,9,2,15388.87417
37,Village,Estern,4,8,4,33524.18372
9,Village,Estern,3,6,-6,25087.50514
37,Village,Southern,3,7,1,9719.896271
73,Village,Southern,4,8,1,8741.362255
54,Central City,Western,3,8,3,6413.819736
93,Village,Estern,4,8,1,18162.13438
52,Village,Estern,3,7,2,20703.4269
46,Village,Estern,3,5,4,18127.09186
55,Village,Southern,3,7,1,25739.43031
68,Village,Southern,3,7,1,6538.460891
55,Village,Southern,3,6,2,16287.40819
68,Village,Southern,2,4,1,2365.559527
38,Central City,Northern,2,6,2,6734.811232
56,Central City,Northern,3,6,2,6444.61055
42,Central City,Western,4,7,3,5028.835039
88,Central City,Western,3,7,1,3064.726194
75,Village,Western,3,7,2,7029.236403
9,Village,Western,4,7,-6,7574.020418
56,Village,Western,3,6,1,8668.187085
85,Village,Southern,3,6,3,15909.54934
52,Village,Southern,3,6,2,6641.420077
53,Village,Northern,3,7,4,14799.449
51,Village,Northern,3,8,4,14241.6905
54,Village,Northern,6,10,2,19039.57656
71,Village,Northern,5,8,2,17950.84186
57,Central City,Western,3,6,3,3733.634356
74,Central City,Southern,3,6,2,11134.83845
67,Central City,Estern,3,7,2,15992.88267
67,Central City,Estern,3,7,1,17829.54934
60,Village,Western,3,5,1,3832.326535
62,Village,Estern,2,5,1,3955.71769
57,Central City,Estern,2,5,2,2413.476194
9,Village,Southern,3,6,-6,12627.39627
46,Village,Southern,4,8,5,19610.05105
54,Central City,Estern,4,8,2,3578.059527
37,Central City,Western,4,7,4,6480.544225
67,Central City,Western,3,9,2,6254.294225
58,Central City,Western,4,8,1,6436.794225
44,Village,Western,2,4,5,6707.469395
93,Village,Western,3,5,1,4201.335039
56,Town,Western,3,5,3,2590.875853
45,Central City,Northern,2,5,2,2753.375853
46,Village,Northern,3,7,3,2232.183674
48,Town,Western,5,8,4,5468.93538
31,Central City,Estern,2,5,2,8143.862255
88,Village,Southern,2,4,1,9168.904775
70,Village,Western,2,4,2,3027.125853
59,Village,Southern,3,6,2,2615.459186
66,Village,Southern,4,11,2,23847.26194
29,Village,Estern,3,7,2,7013.503411
29,Town,Western,4,8,4,5610.027217
31,Central City,Western,4,9,7,5250.501705
76,Village,Western,4,7,5,3920.559527
72,Village,Estern,4,8,3,13963.67349
47,Central City,Estern,1,3,2,8535.212596
58,Village,Northern,4,10,3,9249.379263
28,Village,Northern,4,8,2,8347.037426
43,Village,Northern,6,10,6,15722.88267
58,Others,Western,3,6,4,2885.200682
40,Central City,Northern,3,6,6,4225.401364
75,Village,Western,3,7,2,5509.294225
64,Village,Western,4,8,2,6589.394566
68,Central City,Northern,3,6,1,4058.576535
31,Central City,Northern,4,8,3,7241.836744
75,Central City,Western,3,6,1,3789.251705
60,Town,Estern,3,8,2,13625.75682
37,Village,Southern,4,6,5,24286.94561
59,Central City,Western,3,8,1,8058.503411
71,Central City,Estern,5,8,1,4384.251705
39,Village,Estern,3,7,7,8184.653069
38,Central City,Northern,3,7,2,5742.785721
68,Others,Western,4,7,3,5298.576535
61,Village,Southern,3,6,3,22291.54425
60,Village,Southern,4,6,2,14122.36567
32,Central City,Western,5,8,4,5967.627558
30,Central City,Western,2,5,4,3998.835039
60,Village,Western,3,7,2,12171.03063
75,Village,Northern,2,4,3,3260.559527
64,Town,Western,2,5,2,4228.418372
30,Village,Western,3,7,2,5356.277217
51,Central City,Northern,3,6,1,3320.401364
62,Central City,Northern,2,8,1,7624.336744
87,Village,Western,3,5,1,3338.059527
84,Village,Southern,5,8,1,11683.58845
40,Central City,Estern,5,12,3,4401.909868
67,Central City,Western,3,7,3,3774.726194
38,Central City,Western,3,6,4,5080.18538
67,Central City,Western,4,7,2,6317.627558
48,Central City,Northern,2,4,3,1722.442178
77,Village,Western,3,10,1,4967.943883
82,Town,Western,3,7,2,3939.409868
61,Central City,Western,4,8,2,4761.593542
72,Central City,Western,3,6,1,5478.460891
51,Village,Estern,4,10,6,84170.9763
88,Village,Estern,4,8,1,17015.00853
61,Village,Estern,3,7,2,16345.74152
63,Village,Estern,4,8,2,19268.75853
46,Village,Estern,3,7,2,16366.15819
74,Village,Estern,2,5,2,14480.29763
70,Village,Estern,3,7,2,35529.09868
77,Village,Estern,3,6,1,20811.34356
40,Village,Estern,3,7,4,19911.50173
86,Central City,Southern,3,6,4,5861.277217
69,Central City,Western,4,7,2,28427.74834
9,Central City,Northern,4,7,-6,937.0255116
48,Village,Western,4,8,4,7294.236403
65,Village,Western,3,7,2,4454.409868
33,Village,Estern,3,6,2,11851.13097
61,Village,Estern,3,5,1,12421.86396
60,Town,Northern,2,4,1,27525.51023
31,Village,Northern,4,7,2,9867.554434
61,Town,Western,2,4,1,3513.734698
59,Village,Estern,2,4,1,4626.335039
55,Village,Northern,3,8,3,26710.68031
81,Town,Western,3,7,2,2918.476194
64,Central City,Northern,4,7,4,14082.00682
48,Central City,Northern,3,6,3,17433.75853
55,Central City,Southern,4,8,2,11945.25512
57,Central City,Southern,3,5,2,2814.884356
31,Village,Southern,3,6,4,11318.58845
46,Village,Southern,4,9,5,14151.07315
62,Village,Southern,3,6,2,13440.34015
50,Village,Estern,3,6,2,10295.25512
42,Central City,Western,3,7,6,2728.950682
54,Others,Western,3,8,3,2458.692178
49,Village,Estern,4,9,4,32596.68372
57,Village,Estern,4,8,3,13930.65648
62,Central City,Western,3,6,1,2151.192178
50,Central City,Western,3,6,2,1615.358845
64,Village,Southern,5,11,5,12178.63097
51,Village,Northern,4,9,2,23127.26194
65,Village,Southern,3,5,4,3406.034015
62,Town,Western,3,8,2,5136.277217
51,Central City,Northern,3,6,2,5266.593542
68,Village,Southern,4,9,2,10649.83845
48,Village,Southern,4,8,4,11910.61396
41,Central City,Northern,3,6,1,2899.051023
61,Village,Northern,3,5,2,4950.760209
37,Central City,Northern,2,4,2,4787.943883
52,Village,Estern,3,7,4,10932.18029
31,Village,Southern,3,6,1,6781.319736
66,Others,Western,3,6,2,3420.818031
45,Others,Western,3,6,3,3365.818031
66,Village,Northern,4,8,2,5643.260209
42,Village,Northern,3,8,4,5098.102046
37,Village,Western,3,6,2,13334.14798
60,Village,Western,2,4,3,9300.887767
61,Village,Western,2,4,5,5143.418372
93,Village,Western,2,5,1,10678.44559
71,Village,Western,5,8,1,6391.061232
64,Central City,Western,3,7,2,13675.03913
65,Central City,Western,3,5,1,11202.28063
44,Central City,Western,2,5,1,6126.119054
53,Village,Western,2,6,3,6463.561232
45,Central City,Western,2,4,2,6180.702387
75,Others,Western,2,4,1,3015.71769
9,Central City,Estern,3,6,-6,12535.34015
39,Central City,Estern,3,6,2,7159.494907
87,Central City,Northern,3,6,1,2677.384356
54,Village,Northern,3,6,4,9706.620759
83,Village,Northern,3,7,1,5075.602046
69,Village,Northern,3,6,1,7217.986403
81,Village,Southern,4,8,1,21506.80275
51,Village,Estern,3,7,4,4935.602046
74,Town,Estern,2,6,2,4454.151364
68,Village,Western,3,5,2,5743.102046
68,Central City,Western,4,7,1,4840.085039
37,Village,Western,4,9,8,8052.928581
62,Town,Western,2,5,1,3270.659868
68,Central City,Estern,5,8,1,9197.870759
76,Central City,Estern,3,6,1,6919.294225
34,Village,Southern,3,6,3,3467.484698
84,Central City,Southern,3,7,1,3284.309527
53,Village,Estern,2,5,2,11627.91328
71,Village,Estern,4,7,2,10653.58845
62,Central City,Estern,3,6,3,13167.33845
43,Village,Estern,3,7,2,12556.80614
52,Central City,Northern,3,6,1,3384.984698
93,Central City,Northern,1,5,1,3338.375853
65,Village,Northern,3,5,1,5073.418372
45,Village,Northern,3,6,2,4996.751705
46,Village,Western,3,6,5,6285.544225
79,Central City,Western,4,7,2,5111.493201
50,Village,Western,4,8,8,8676.678581
24,Town,Western,3,7,2,6314.394566
22,Others,Southern,2,5,1,3007.542519
83,Village,Estern,3,9,4,5741.43538
47,Town,Estern,3,9,4,13071.13097
39,Central City,Western,4,6,3,4081.909868
80,Central City,Western,3,5,2,2859.884356
47,Central City,Northern,4,6,7,5846.751705
70,Village,Estern,2,6,2,4424.309527
59,Central City,Estern,3,7,2,4300.085039
59,Village,Estern,3,5,2,4024.151364
9,Village,Estern,3,6,-6,5122.627558
69,Village,Estern,2,6,1,5014.193883
44,Village,Estern,3,5,2,5413.202387
63,Village,Northern,3,6,1,4443.260209
48,Village,Southern,3,7,3,3698.159868
41,Village,Western,3,5,2,3073.89286
63,Central City,Northern,4,7,1,3833.89286
72,Village,Southern,4,10,2,90228.4763
66,Town,Western,3,6,1,10383.58845
76,Central City,Western,3,6,1,1597.025512
64,Central City,Western,2,5,1,4173.835039
64,Village,Western,3,5,1,8514.379263
